"Tuesday, November 14"
"149: Courtlandt Schuyler (Lehigh) FALL Joe Oliva (Penn), 0:31"
"157: Ian Brown (Lehigh) dec. Jon Errico (Penn), 6-2"
"165: Cole Walter (Lehigh) FALL Ryan Farber (Penn), 1:11"

"Minnesota 36, Fresno State 7"
133: Mitch McKee (Minnesota) over Trevor Williams (Fresno State ) (Fall 1:30)
141: Thomas Thorn (Minnesota) over Chris Deloza (Fresno State ) (Fall 1:02)
149: Khristian Olivas (Fresno State ) over Hunter Marko (Minnesota) (MD 14-2)
157: Jake Short (Minnesota) over Greg Gaxiola (Fresno State ) (MD 14-4)
165: Nicholas Wanzek (Minnesota) over Isaiah Hokit (Fresno State ) (MD 8-0)
174: Christopher Pfarr (Minnesota) over Dominic Kincaid (Fresno State ) (MD 13-1)
184: Owen Webster (Minnesota) over Angel Solis (Fresno State ) (TF 18-3 7:00)
197: Robert Steveson (Minnesota) over Richie Brandt (Fresno State ) (MD 19-5)
285: AJ Nevills (Fresno State ) over Rylee Streifel (Minnesota) (Dec 5-1)
125: Ethan Lizak (Minnesota) over Sean Williams (Fresno State ) (TF 19-2 3:56)

"Missouri 36, Ohio 6"
125: Barlow McGhee (Missouri) over Trevor Giallombardo (Ohio) (Dec 9-3)
133: John Erneste (Missouri) over Cameron Kelly (Ohio) (Dec 9-6)
141: Alec Hagan (Ohio) over Nick Nasenbeny (Missouri) (Dec 3-1)
149: Grant Leeth (Missouri) over Kade Kowalski (Ohio) (Dec 6-4)
157: Joseph Lavallee (Missouri) over Cullen Cummings (Ohio) (MD 14-4)
165: Connor Flynn (Missouri) over Nick Vestal (Ohio) (TF 20-2 5:00)
174: Daniel Lewis (Missouri) over Austin Reese (Ohio) (Fall 0:54)
184: Canten Marriott (Missouri) over Dontae McGee (Ohio) (Fall 6:07)
197: William Miklus (Missouri) over Aaron Naples (Ohio) (Fall 5:23)
285: Zack Parker (Ohio) over Austin Myers (Missouri) (SV-1 3-1)

"Michigan 48, Oregon State 0"
125: Drew Mattin (Michigan) over Unknown (For.)
133: Stevan Micic (Michigan) over Kegan Calkins (Oregon State) (TF 18-1 6:54)
141: Salvatore Profaci (Michigan) over Jack Hathaway (Oregon State) (Fall 4:11)
149: Malik Amine (Michigan) over Kurt Mode (Oregon State) (Dec 4-2)
157: Alec Pantaleo (Michigan) over Hunter Willits (Oregon State) (Dec 10-7)
165: Justin Hughes (Michigan) over Billy Bigelow (Oregon State) (Dec 5-0)
174: Myles Amine (Michigan) over Myles Terry (Oregon State) (TF 20-5 6:58)
184: Domenic Abounader (Michigan) over Seth Mcleod (Oregon State) (TF 18-1 5:26)
197: Kevin Beazley (Michigan) over Corey Griego (Oregon State) (Fall 2:39)
285: Adam Coon (Michigan) over Cody Crawford (Oregon State) (Fall 4:50)

"Buffalo 16, Kent State 15"
285: Jake Gunning (Buffalo) over Devin Nye (Kent State) (Dec 6-2)
125: Kyle Akins (Buffalo) over will Bardezbain (Kent State) (Dec 5-1)
133: Bryan Lantry (Buffalo) over Anthony Tutolo (Kent State) (Dec 4-1)
141: Tim Rooney (Kent State) over Blake Retell (Buffalo) (Dec 4-1)
149: Nicholas Monico (Kent State) over Jason Estevez (Buffalo) (Dec 3-1)
157: Casey Sparkman (Kent State) over Eric Fasnacht (Buffalo) (Dec 3-1)
165: Isaac Bast (Kent State) over Noah Grover (Buffalo) (Dec 7-3)
174: Dylan Barreiro (Kent State) over Ryan Kromer (Buffalo) (Dec 4-3)
184: Brett Perry (Buffalo) over colin McCracken (Kent State) (MD 16-8)
197: Joe Ariola (Buffalo) over Kyle Conel (Kent State) (Dec 5-3)

"Northwestern 24, Northern Colorado 20"
"184: Dylan Gabel (UNC) dec. Mitch Sliga (NU), 5-0"
"197: Jacob Seely (UNC) dec. Zack Chakonis (NU), 4-3"
"285: Conan Jennings (NU) Fall Robert Winters (UNC), 3:00"
"125: Sebastian Rivera (NU) Tech. Fall Michael Johnson (UNC), 18-3 (5:00)"
"133: Rico Montoya (UNC) dec. Colin Valdiviez (NU), 7-3"
"141: Alec McKenna (NU) Fall Benjamin Polkowske (UNC), 5:38"
"149: Ryan Deakin (NU) maj. dec. Jimmy Fate (UNC), 16-3"
"157: Shayne Oster (NU) dec. Tyler Kinn (UNC), 8-4"
"165: Keilan Torres (UNC) Fall Michael Sepke (NU), 4:46"
"174: Seth Bogulski (UNC) Tech. Fall Braxton Cody (NU), 21-6 (6:41)"

"Lehigh 21, Drexel 20"
125: Darian Cruz (Lehigh) over Zachary Fuentes (Drexel) (Dec 3-2)
133: Austin DeSanto (Drexel) over Nick Farro (Lehigh) (TF 22-6 3:00)
141: Luke Karam (Lehigh) over Chandler Olson (Drexel) (MD 9-1)
149: Trevor Elfvin (Drexel) over Cortlandt Schuyler (Lehigh) (Dec 14-7)
157: Ian Brown (Lehigh) over Evan Barczak (Drexel) (Dec 3-2)
165: Ebed Jarrell (Drexel) over Cole Walter (Lehigh) (Fall 6:36)
174: Jordan Kutler (Lehigh) over Austin Rose (Drexel) (SV-2 4-1)
184: Owen Brooks (Drexel) over Paul Dunn (Lehigh) (Fall 6:14)
197: Chris Weiler (Lehigh) over Stephen Loiseau (Drexel) (MD 8-0)
285: Jordan Wood (Lehigh) over Vincenzo Pelusi (Drexel) (Dec 5-1)
*Lehigh wins on criteria most matches won

"NC State 34, Appalachian State 3"
149: Beau Donahue (NCSU) dec. Gavin Londoff (APP); 6-3
157: Hayden Hidlay (NCSU) fall Laken Cook (APP); 6:29
165: Brian Hamann (NCSU) dec. Thomas Flitz (APP); 5-3
174: Forrest Przybysz (APP) dec. Daniel Bullard (NCSU); 10-4
184: Pete Renda (NCSU) dec. Alan Clothier (APP); 3-2
197: Michael Macchiavello (NCSU) dec. Randall Diabe (APP); 5-2
285: Malik McDonald (NCSU) dec. Cary Miller (APP); 6-1
125: Tommy Cox (NCSU) fall De'Andre Swinson (APP); 2:20
133: Tariq Wilson (NCSU) dec. Codi Russell (APP); 8-2
141: Kevin Jack (NCSU) major dec. Irvin Enriquez (APP); 15-3

"Virginia Tech 26, Princeton 12"
125: Jonathan Gomez (Princeton) over Kyle Norstrem (Virginia Tech) (Dec 12-6)
133: Dennis Gustafson (Virginia Tech) over Trey Aslanian (Princeton) (TF 19-3 5:00)
141: Brent Moore (Virginia Tech) over Pat D`Arcy (Princeton) (Dec 11-6)
149: Matthew Kolodzik (Princeton) over Brendan Grammes (Virginia Tech) (TF 17-1 5:55)
157: Mike D`Angelo (Princeton) over Ryan Blees (Virginia Tech) (MD 14-2)
165: David McFadden (Virginia Tech) over Jonathan Schleifer (Princeton) (TF 20-5 7:00)
174: Hunter Bolen (Virginia Tech) over Carlin Powell (Princeton) (Dec 5-0)
184: Zachary Zavatsky (Virginia Tech) over Kendall Elfstrum (Princeton) (MD 11-3)
197: Jared Haught (Virginia Tech) over Patrick Brucki (Princeton) (Dec 2-0)
285: Andrew Dunn (Virginia Tech) over Michael Markulec (Princeton) (Dec 7-4)

"North Dakota State 19, Central Michigan 16"
125: Paul Bianchi (North Dakota State University) over Drew Hildebrandt (Central Michigan) (Dec 5-1)
133: Cam Sykora (North Dakota State University) over Dresden Simon (Central Michigan) (Dec 11-5)
141: Mason Smith (Central Michigan) over Sam Hampton (North Dakota State University) (Fall 4:14)
149: Justin Oliver (Central Michigan) over Kyle Gliva (North Dakota State University) (Dec 8-6)
157: Clayton Ream (North Dakota State University) over Blake Montrie (Central Michigan) (Dec 6-1)
165: Andrew Fogarty (North Dakota State University) over Logan Parks (Central Michigan) (Dec 9-5)
174: Christian Brucki (Central Michigan) over Charley Popp (North Dakota State University) (MD 13-5)
184: Jordan Ellingwood (Central Michigan) over Cole Witzig (North Dakota State University) (Dec 4-0)
197: Cordell Eaton (North Dakota State University) over Landon Pelham (Central Michigan) (MD 13-5)
285: Daniel Stibral (North Dakota State University) over Matt Stencel (Central Michigan) (Dec 3-1)

"Hofstra 26, George Mason 9"
"125: Ibrahim Bunduka (GMU) dec. Jacob Martin (Hofstra), 5-2"
"133: Vinny Vespa (Hofstra) dec. Victor Echeverria (GMU), 6-0"
"141: Charlie Kane (Hofstra) dec. Trevor Mello (GMU), 5-3"
"149: Matt Raines (GMU) dec. Connor Burkert (Hofstra), 5-3 SV"
"157: Creed Lumpp (GMU) maj dec. Ricky Stamm (Hofstra), 12-2"
"165: Sage Heller (Hofstra) FALL Justin Yorkdale (GMU), 3:59"
"174: Anthony Olivieri (Hofstra) dec. Philip Stolfi (GMU), 6-4"
"184: Cory Damiana (Hofstra) dec. Austin Harrison (GMU), 9-3"
"197: Nezar Haddad (Hofstra) dec. Eli Spencer (GMU), 2-1"
285: Mike Hughes (Hofstra) tech fall Matthew Vos (GMU)
*George Mason was deducted a team point

"Friday, December 15:"

"Utah Valley 26, North Dakota State 13"
141: Matt Findlay (UVU) over Nicolas Colunga (NDSU) (Fall 2:24)
149: Kyle Gliva (NDSU) over Matthew Ontiveros (UVU) (MD 9-1)
157: Clayton Ream (NDSU) over Raider Lofthouse (UVU) (TF 26-10 6:52)
165: Demetrius Romero (UVU) over Andrew Fogarty (NDSU) (SV-1 5-3)
174: Kimball Bastian (UVU) over Colton Clingenpeel (NDSU) (Dec 4-0)
184: Gary Jantzer (UVU) over Tyler McNutt (NDSU) (Dec 5-2)
197: Tanner Orndorff (UVU) over Cordell Eaton (NDSU) (MD 11-3)
285: Dustin Dennison (UVU) over Daniel Stibral (NDSU) (Dec 12-9)
125: Taylor LaMont (UVU) over Paul Bianchi (NDSU) (MD 9-1)
133: Cam Sykora (NDSU) over Durbin Lloren (UVU) (MD 12-3)

"Northwestern 27, Cal State Bakersfield 13"
125: Sebastian Rivera (Northwestern) over Sergio Mendez (CSUB) (TF 19-4 7:00)
133: Colin Valdivez (Northwestern) over Sean Nickell (CSU Bakersfield) (Dec 7-2)
141: Russell Rohlfing (CSUB) over Alexander McKenna (Northwestern) (Dec 3-0)
149: Ryan Deakin (Northwestern) over Kalani Tonge (CSUB) (MD 12-3)
157: Coleman Hammond (CSUB) over Shayne Oster (Northwestern) (MD 13-0)
165: Michael Sepkle (Northwestern) over Jacob Thalin (CSUB) (Dec 8-3)
174: Johnny Sebastian (Northwestern) over Bryan Battisto (CSUB) (MD 11-0)
184: Mitch Sliga (Northwestern) over Dom Ducharme (CSUB) (MD 16-4)
197: Matt Williams (CSUB) over Zachary Chakonis (Northwestern) (Fall 5:20)
285: Conan Jennings (Northwestern) over Mark Penyacsek (CSUB) (MD 13-0)

"Ohio State 39, Princeton 0"
125: Brakan Mead (Ohio State) over Matteo DeVincenzo (Princeton) (Dec 11-8)
133: Luke Pletcher (Ohio State) over Ty Agaisse (Princeton) (Dec 9-3)
141: Joey McKenna (Ohio State) over Pat D`Arcy (Princeton) (MD 10-2)
149: Ke-shawn Hayes (Ohio State) over Matthew Kolodzik (Princeton) (Dec 2-0)
157: Micah Jordan (Ohio State) over Mike D`Angelo (Princeton) (MD 15-6)
165: Te`shan Campbell (Ohio State) over Jonathan Schleifer (Princeton) (MD 8-0)
174: Bo Jordan (Ohio State) over Matthew Gancayco (Princeton) (Fall 1:57)
184: Myles Martin (Ohio State) over Kevin Parker (Princeton) (TF 19-4 5:08)
197: Kollin Moore (Ohio State) over Patrick Brucki (Princeton) (MD 14-5)
285: Kevin Snyder (Ohio State) over Michael Markulec (Princeton) (Dec 3-2)

"North Carolina State 29, Nebraska 3"
157: Hayden Hidlay (North Carolina State) over Tyler Berger (Nebraska) (Dec 6-3)
165: Isaiah White (Nebraska) over Brian Hamann (North Carolina State) (Dec 9-3)
174: Daniel Bullard (North Carolina State) over Beau Breske (Nebraska) (Dec 6-5)
184: Pete Renda (North Carolina State) over Taylor Venz (Nebraska) (Dec 9-6)
197: Michael Macchiavello (North Carolina State) over Eric Schultz (Nebraska) (Dec 6-2)
285: Malik McDonald (North Carolina State) over David Jensen (Nebraska) (Dec 9-5)
125: Thomas Cox (North Carolina State) over Mitch Maginnis (Nebraska) (Dec 7-6)
133: Tariq Wilson (North Carolina State) over Zak Hensley (Nebraska) (TF 17-1 4:16)
141: Kevin Jack (North Carolina State) over Chad Red (Nebraska) (Dec 9-3)
149: Beau Donahue (North Carolina State) over Collin Purinton (Nebraska) (Dec 11-10)

"Northwestern 30, Cal Poly 8"
125: Sebastian Rivera (Northwestern) over Yoshi Funakoshi (Cal Poly) (Dec 10-3)
133: Colin Valdiviez (Northwestern) over Tyler Schilling (Cal Poly) (Dec 6-1)
141: Colton Schilling (Cal Poly) over Alec McKenna (Northwestern) (MD 8-0)
149: Ryan Deakin (Northwestern) over Joshua Cortez (Cal Poly) (Dec 7-2)
157: Shayne Oster (Northwestern) over Jett Moy (Cal Poly) (Fall 2:43)
165: Michael Sepke (Northwestern) over Killian Vendler (Cal Poly) (MD 14-4)
174: Johnny Sebastian (Northwestern) over Mathew Wilhelm (Cal Poly) (Dec 8-3
184: Mitch Sliga (Northwestern) over Ryan Anderson (Cal Poly) (TF 17-1)
197: Thomas Lane (Cal Poly) over Zachary Chakonis (Northwestern) (MD 13-0)
285: Conan Jennings (Northwestern) over Spencer Empey (Cal Poly) (SV 1 Dec 2-0)

"Saturday, December 16:"

"Clarion 24, Pitt 20"
125: Jake Gromacki (Clarion) over Lorenzo Bentley (Pittsburgh) (Dec 8-2)
133: Dom Forys (Pittsburgh) over Roshaun Cooley (Clarion) (TF 18-3 4:04)
141: Brock Zacherl (Clarion) over Nick Zanetta (Pittsburgh) (Dec 3-2)
149: Taylor Ortz (Clarion) over Alesandro Murray (Pittsburgh) (Dec 5-2)
157: Taleb Rahmani (Pittsburgh) over Avery Shay (Clarion) (Fall 5:00)
165: Jake Wentzel (Pittsburgh) over Max Wohlabaugh (Clarion) (SV-1 4-2)
174: Dominic Rigous (Clarion) over Austin Bell (Pittsburgh) (Fall 4:04)
184: Greg Bulsak (Clarion) over Gregg Harvey (Pittsburgh) (Fall 2:52)
197: Dustin Conti (Clarion) over Kellan Stout (Pittsburgh) (TB-1 5-3)
285: Ryan Solomon (Pittsburgh) over Toby Cahill (Clarion) (Fall 1:32)

"Lock Haven 32, Wheeling Jesuit 11"
125: Luke Werner (LHU) wins by forfeit
133: DJ Fehlman (LHU) major dec. Jaylen Hill (WJU) 11-3
141: Tyler Warner (WJU) dec. Kyle Shoop (LHU) 3-2
"149: Ronnie Perry (LHU) tech fall Daniel Romero (WJU) 16-0, 1:55"
157: Jonathan Ross (LHU) dec. Connor Craig (WJU) 5-3
"165: Chance Marsteller (LHU) tech fall Keegan Driscoll (WJU) 18-2, 4:58"
174: Jared Siegrist (LHU) pinned Justice Avery (WJU) 0:56
184: Corey Hazel (LHU) dec. Aidan Pasiuk (WJU) 5-0
197: Saywer Leppla (WJU) dec. Tristan Sponseller (LHU) 7-4
"285: Terrance Fanning (WJU) tech fall Derek Dragon (LHU) 16-0, 4:43;"

"Lock Haven 34, Messiah 6"
125: Luke Werner (LHU) major dec. Sean Redington (MC) 15-7
133: Hunter Harris (MC) dec. DJ Fehlman (LHU) 12-11
"141: Kyle Shoop (LHU) tech fall Nick Nunez (MC) 17-2, 6:44"
149: Ronnie Perry (LHU) tech fall Stephen Maloney (MC) 26-11
157: Jonathan Ross (LHU) dec. Lee Cassel (MC) 7-0
165: Chance Marsteller (LHU) pinned Kevin Diehl (MC) 1:18
"174: Jared Siegrist (LHU) tech fall David Stevens (MC) 24-6, 6:50"
184: Trey Hartsock (LHU) dec. Derek Beitz (MC) 11-8
197: Kyle Koser (MC) dec. Tristan Sponseller (LHU) 5-4
285: Derek Dragon (LHU) dec. Dan Kiser (MC) 8-4

"Lock Haven 37, Bloomsburg 2"
125: Luke Werner (LHU) major dec. Andrew Massetti (BU) 14-4
133: Andy Schutz (BU) dec. DJ Fehlman (LHU) 3-1
"141: Kyle Shoop (LHU) tech fall Shawn Orem (BU) 16-0, 2:00"
"149: Ronnie Perry (LHU) tech fall Ryan Stocku (BU) 24-9, 6:20"
157: Jonathan Ross (LHU) major dec. Kevin Laubach (BU) 11-2
"165: Chance Marsteller (LHU) tech fall Nate Newberry (BU) 19-3, 3:20"
174: Jared Siegrist (LHU) dec. Kyle Murphy (BU) 4-3
184: Corey Hazel (LHU) dec. Trevor Allard (BU) 5-3; LHU leads 29-2*
197: Tristan Sponseller (LHU) dec. Logan Womelsdorf (BU) 7-4
"285: Thomas Haines (LHU) tech fall Bruce Graeber (BU) 15-0, 5:19"
*Bloomsburg deducted a team point for control of the mat

"Central Michigan 34, Nothern Illinois 6"
125: Brock Hudkins (NIU) over Drew Hildebrandt (CMU) (Dec 4-2)
133: Dresden Simon (CMU) over Alijah Jeffery (NIU) (Dec 2-1)
141: Mason Smith (CMU) over ÿAnthony Rubino (NIU) (Fall 1:27)
149: Justin Oliver (CMU) over Zack Velasquez (NIU) (TF 20-4 5:00)
157: Caden McWhirter (NIU) over Blake Montrie (CMU) (Dec 7-2)
165: Logan Parks (CMU) over Andrew Scott (NIU) (Dec 11-4)
174: Christian Brucki (CMU) over Quinton Rosser (NIU) (MD 12-4)
184: Jordan Ellingwood (CMU) over Michael Aldrich (NIU) (MD 14-3)
197: Jordan Atienza (CMU) over Max Ihry (NIU) (Dec 9-3)
285: Matt Stencel (CMU) over Caleb Gossett (NIU) (Fall 0:45)


"Sunday, December 17:"

"Bucknell 20, Pitt 16"
"125: LJ Bentley (UP) dec. Jake Campbell (BU), 3-1"
"133: Dom Forys (UP) maj. dec. Joey Gould (BU), 14-4"
"141: Tyler Smith (BU) dec. #16 Nick Zanetta (UP), 5-2"
"149: Seth Hogue (BU) maj. dec. Alex Murray (UP), 13-5"
"157: Taleb Rahmani (UP) dec. Christian Bassolino (BU), 7-2"
"165: DJ Hollingshead (BU) maj. dec. Curtis Decker (UP), 13-2"
"174: Nick Stephani (BU) dec. Austin Bell (UP), 8-5"
"184: Drew Phipps (BU) dec. Gregg Harvey (UP), 5-4"
"197: Garrett Hoffman (BU) dec. Kellan Stout (UP), 6-4"
"285: Ryan Solomon (UP) pins Nate Feyrer (BU), 1:46"

"Ohio State 39, Chattanooga 3"
125: Alonzo Allen (Chattanooga) over Brakan Mead (Ohio State) (Dec 6-3)
133: Luke Pletcher (Ohio State) over Jake Huffine (Chattanooga) (MD 12-4)
141: Joey McKenna (Ohio State) over Mike Pongracz (Chattanooga) (Dec 8-2)
149: Ke-shawn Hayes (Ohio State) over Chris Debien (Chattanooga) (TF 16-0 5:22)
157: Micah Jordan (Ohio State) over Dylan Forzani (Chattanooga) (Fall 1:25)
165: Te`shan Campbell (Ohio State) over Chad Pyke (Chattanooga) (MD 9-1)
174: Bo Jordan (Ohio State) over Justin Lampe (Chattanooga) (MD 12-2)
184: Myles Martin (Ohio State) over Bryce Carr (Chattanooga) (Dec 10-5)
197: Kollin Moore (Ohio State) over Scottie Boykin (Chattanooga) (MD 20-8)
285: Kyle Snyder (Ohio State) over Ben Stacey (Chattanooga) (Fall 3:17)

"Virginia 36, Bloomsburg 5"
125: Louie Hayes (Virginia) over Andrew Massetti (Bloomsburg) (TF 18-2 2:47)
133: Jack Mueller (Virginia) over Andy Schutz (Bloomsburg) (MD 11-2)
141: Sam Martino (Virginia) over Shawn Orem (Bloomsburg) (Dec 4-1)
149: Sam Krivus (Virginia) over Evan Campbell (Bloomsburg) (MD 14-4)
157: Michael Murphy (Virginia) wins by forfeit
165: Andrew Atkinson (Virginia) over Nate Newberry (Bloomsburg) (MD 10-1)
174: Will Schany (Virginia) over Anthony Vetrano (Bloomsburg) (MD 17-5)
184: Trevor Allard (Bloomsburg) over Michael Battista (Virginia) (TF 20-3 6:28)
197: Jay Aiello (Virginia) over Logan Womelsdorf (Bloomsburg) (Dec 8-2)
285: Tyler Love (Virginia) over Bruce Graeber (Bloomsburg) (Dec 9-5)

"North Carolina 22, Nebraska 14"
125: James Szymanski (North Carolina) over Mitch Maginnis (Nebraska) (Dec 5-3)
133: Zachary Sherman (North Carolina) over Zak Hensley (Nebraska) (SV-1 3-1)
141: Chad Red (Nebraska) over Austin Headlee (North Carolina) (TF 16-1 7:00)
149: Troy Heilmann (North Carolina) over Colton McCrystal (Nebraska) (MD 13-4)
157: Kennedy Monday (North Carolina) over Tyler Berger (Nebraska) (Fall 1:31)
165: Isaiah White (Nebraska) over Clay Lautt (North Carolina) (Dec 10-4)
174: Beau Breske (Nebraska) over Adis Radoncic (North Carolina) (TB-1 3-2)
184: Taylor Venz (Nebraska) over Chip Ness (North Carolina) (SV-1 13-11)
197: Daniel Chaid (North Carolina) over Eric Schultz (Nebraska) (Dec 6-2)
285: Cory Gilliland-Daniel (North Carolina) over David Jensen (Nebraska) (Dec 3-2)

"Penn State 44, Indiana 3"
125: Elijah Oliver (Indiana) over Devin Schnupp (Penn State) (Dec 7-2)
133: Corey Keener (Penn State) over Garrett Pepple (Indiana) (MD 11-3)
141: Jered Cortez (Penn State) over Cole Weaver (Indiana) (Dec 6-5)
149: Zain Retherford (Penn State) over Davey Tunon (Indiana) (Fall 3:42)
157: Jason Nolf (Penn State) over Jake Danishek (Indiana) (Fall 1:30)
165: Vincenzo Joseph (Penn State) wins by forfeit
174: Mark Hall (Penn State) over Devin Skatzka (Indiana) (TF 17-0 4:56)
184: Bo Nickal (Penn State) over Norman Conley (Indiana) (Fall 0:42)
197: Anthony Cassar (Penn State) over Spencer Irick (Indiana) (MD 16-5)
285: Nick Nevills (Penn State) over Fletcher Miller (Indiana) (MD 11-3)

"Oklahoma 19, Appalachian State 13"
149: Davion Jeffries (Oklahoma) over Gavin Londoff (Appalachian State) (Dec 2-1)
157: Justin Thomas (Oklahoma) over Laken Cook (Appalachian State) (Dec 9-3)
165: DaWaylon Barnes (Oklahoma) over Thomas Flitz (Appalachian State) (Dec 3-2)
174: Forrest Przybysz (Appalachian State) over Yoanse Mejias (Oklahoma) (SV-1 4-2)
184: Alan Clothier (Appalachian State) over Matt Waddell (Oklahoma) (Dec 11-5)
197: Randall Diabe (Appalachian State) over Andrew Dixon (Oklahoma) (Dec 5-2)
285: Cary Miller (Appalachian State) over Conor Webb (Oklahoma) (MD 14-4)
125: Christian Moody (Oklahoma) over DeAndre Swinson-Barr (Appalachian State) (Dec 6-3)
133: Jacob Rubio (Oklahoma) over Codi Russell (Appalachian State) (MD 17-7)
141: Mike Longo (Oklahoma) over Irvin Enriquez (Appalachian State) (Dec 8-6)

"Monday, December 18:"

"Central Michigan 24, Purdue 10"
125: Luke Welch (Purdue) over Drew Hildebrandt (Central Michigan) (MD 10-2)
133: Ben Thornton (Purdue) over Dresden Simon (Central Michigan) (Dec 6-3)
141: Mason Smith (Central Michigan) over Nate Limmex (Purdue) (Dec 3-0)
149: Justin Oliver (Central Michigan) over Koby Reyes (Purdue) (MD 15-6)
157: Cole Wysocki (Purdue) over Blake Montrie (Central Michigan) (Dec 1-0)
165: Logan Parks (Central Michigan) over Jacob Morrissey (Purdue) (MD 14-1)
174: Christian Brucki (Central Michigan) over Dylan Lydy (Purdue) (Dec 7-3)
184: Jordan Ellingwood (Central Michigan) over Max Lyon (Purdue) (MD 11-3)
197: Jordan Atienza (Central Michigan) over Christian Brunner (Purdue) (Dec 10-6)
285: Matt Stencel (Central Michigan) over Shawn Streck (Purdue) (Dec 4-3)

"Purdue 31, Southern Illinois Edwardsville 9"
125: Luke Welch (Purdue) over Zachary Gentzler (SIUE) (Dec 8-2)
133: Ben Thornton (Purdue) over Joe Antonelli (SIUE) (MD 14-4)
141: Nate Limmex (Purdue) over John Muldoon (SIUE) (MD 12-2)
149: Tyshawn Williams (SIUE) over Austin Nash (Purdue) (Fall 4:12)
157: Karsten Van Velsor (SIUE) over Cole Wysocki (Purdue) (Dec 10-5)
165: Jacob Morrissey (Purdue) over Nate Higgins (SIUE) (Dec 9-4)
174: Dylan Lydy (Purdue) over Mason McDaniel (SIUE) (MD 17-4)
184: Max Lyon (Purdue) over Jake Godinez (SIUE) (MD 9-0)
197: Christian Brunner (Purdue) over Christian Dulaney (SIUE) (Dec 9-5)
285: Shawn Streck (Purdue) wins by forfeit

"Central Michigan 42, Southern Illinois Edwardsville 3"
"125: Drew Hildebrandt (CMU) dec. Zac Gentzler (SIUE), 3-2"
"133: Dresden Simon (CMU) FALL Joe Antonelli (SIUE), 2:40"
"141: Mason Smith (CMU) tech fall John Muldoon (SIUE), 16-0 (1:57)"
"149: Justin Oliver (CMU) tech fall Tyshawn Williams (SIUE), 25-10 (5:00)"
"157: Blake Montrie (CMU) dec. Karsten Van Velsor (SIUE), 8-3"
"165: Logan Parks (CMU) def. Nate Higgins (SIUE), 13-5"
"174: Hunter Rollins (CMU) maj dec. Mason McDaniel (SIUE), 9-1"
